message,timestamp,severity,tags,attributes
load build definition from ./railpack-plan.json,2026-06-17T18:07:09.131224562Z,info,"{""serviceId"":""ede4a3ba-6bc0-424f-802c-b3e2041b4048"",""deploymentId"":""34d4ca83-6f85-4127-aaa3-64563aac22f8"",""deploymentInstanceId"":null}","{""source"":""buildkit"",""type"":""vertex"",""completed"":""2026-06-17T18:07:09.131132385Z"",""level"":""info"",""digest"":""sha256:78048268d0c68cf7b1abeee69d7c0d672de4369f8fe1409585991250d33c3130"",""started"":""2026-06-17T18:07:09.099459954Z""}"
copy /etc/mise/config.toml,2026-06-17T18:07:09.156567557Z,info,"{""serviceId"":""ede4a3ba-6bc0-424f-802c-b3e2041b4048"",""deploymentId"":""34d4ca83-6f85-4127-aaa3-64563aac22f8"",""deploymentInstanceId"":null}","{""source"":""buildkit"",""type"":""vertex"",""inputs"":[""sha256:deafe4c9f3275053f143874638c7e91a3f56a38a802dcbdcf3d3ac98c5db903a"",""sha256:5dd40153b16f59f84431b043ae4a1562e00c86aa206118adaaeb0a0dd4a77d79""],""level"":""info"",""digest"":""sha256:a2c2b6e2d6a4db32d3bcc8202a31d2f25d0ac938f558b1a4902c278fe6afc476""}"
copy /usr/local/bin/mise,2026-06-17T18:07:09.156568725Z,info,"{""serviceId"":""ede4a3ba-6bc0-424f-802c-b3e2041b4048"",""deploymentId"":""34d4ca83-6f85-4127-aaa3-64563aac22f8"",""deploymentInstanceId"":null}","{""source"":""buildkit"",""type"":""vertex"",""inputs"":[""sha256:7c337c3a1dc70203ac29bc0b1dac1dd08223c30d68a590e4ad3c8e103597af2d"",""sha256:5dd40153b16f59f84431b043ae4a1562e00c86aa206118adaaeb0a0dd4a77d79""],""level"":""info"",""digest"":""sha256:deafe4c9f3275053f143874638c7e91a3f56a38a802dcbdcf3d3ac98c5db903a""}"
copy /mise/installs,2026-06-17T18:07:09.156569469Z,info,"{""serviceId"":""ede4a3ba-6bc0-424f-802c-b3e2041b4048"",""deploymentId"":""34d4ca83-6f85-4127-aaa3-64563aac22f8"",""deploymentInstanceId"":null}","{""source"":""buildkit"",""type"":""vertex"",""inputs"":[""sha256:bcc18e2ca1e0648d032db2f7a63ff6455558c60b8a55b63cf722a250b45bffc5"",""sha256:5dd40153b16f59f84431b043ae4a1562e00c86aa206118adaaeb0a0dd4a77d79""],""level"":""info"",""digest"":""sha256:7c337c3a1dc70203ac29bc0b1dac1dd08223c30d68a590e4ad3c8e103597af2d""}"
copy /mise/shims,2026-06-17T18:07:09.156570111Z,info,"{""serviceId"":""ede4a3ba-6bc0-424f-802c-b3e2041b4048"",""deploymentId"":""34d4ca83-6f85-4127-aaa3-64563aac22f8"",""deploymentInstanceId"":null}","{""source"":""buildkit"",""type"":""vertex"",""inputs"":[""sha256:5dd40153b16f59f84431b043ae4a1562e00c86aa206118adaaeb0a0dd4a77d79""],""level"":""info"",""digest"":""sha256:bcc18e2ca1e0648d032db2f7a63ff6455558c60b8a55b63cf722a250b45bffc5""}"
"install mise packages: node, pnpm",2026-06-17T18:07:09.156570651Z,info,"{""serviceId"":""ede4a3ba-6bc0-424f-802c-b3e2041b4048"",""deploymentId"":""34d4ca83-6f85-4127-aaa3-64563aac22f8"",""deploymentInstanceId"":null}","{""source"":""buildkit"",""type"":""vertex"",""inputs"":[""sha256:19ce17cf6c588ae0ecdeef3986625b94e7272ef7be34e9ae3ee6cb7321b69ebf""],""level"":""info"",""digest"":""sha256:5dd40153b16f59f84431b043ae4a1562e00c86aa206118adaaeb0a0dd4a77d79""}"
copy / /app,2026-06-17T18:07:09.156571554Z,info,"{""serviceId"":""ede4a3ba-6bc0-424f-802c-b3e2041b4048"",""deploymentId"":""34d4ca83-6f85-4127-aaa3-64563aac22f8"",""deploymentInstanceId"":null}","{""source"":""buildkit"",""type"":""vertex"",""inputs"":[""sha256:5dd40153b16f59f84431b043ae4a1562e00c86aa206118adaaeb0a0dd4a77d79"",""sha256:bd377a5a8f3d250d717afe2f4791ea87f025403c4609b55ee01f5e85351e69ae""],""level"":""info"",""digest"":""sha256:345857713cecff112af2d26f81d76ba7d7e21a67eb8913ab49655417fad0bbfb""}"
mkdir /etc/mise,2026-06-17T18:07:09.156572579Z,info,"{""serviceId"":""ede4a3ba-6bc0-424f-802c-b3e2041b4048"",""deploymentId"":""34d4ca83-6f85-4127-aaa3-64563aac22f8"",""deploymentInstanceId"":null}","{""source"":""buildkit"",""type"":""vertex"",""inputs"":[""sha256:989194c6a1c29a893e34485d2d5ee5e30244351c39407c7ea1c665d5ff145366""],""level"":""info"",""digest"":""sha256:ed78d6413357c4a0304c69953cafe2ec3053b60af4ba2de3bfc7e28d846c0b45""}"
copy .node-version,2026-06-17T18:07:09.156573293Z,info,"{""serviceId"":""ede4a3ba-6bc0-424f-802c-b3e2041b4048"",""deploymentId"":""34d4ca83-6f85-4127-aaa3-64563aac22f8"",""deploymentInstanceId"":null}","{""source"":""buildkit"",""type"":""vertex"",""inputs"":[""sha256:20d08bc8677e9d76e9e2c0bb28052528a4b06c3dac0dbf84fc0e44f27bca76d8"",""sha256:bd377a5a8f3d250d717afe2f4791ea87f025403c4609b55ee01f5e85351e69ae""],""level"":""info"",""digest"":""sha256:989194c6a1c29a893e34485d2d5ee5e30244351c39407c7ea1c665d5ff145366""}"
loading .,2026-06-17T18:07:09.156573830Z,info,"{""serviceId"":""ede4a3ba-6bc0-424f-802c-b3e2041b4048"",""deploymentId"":""34d4ca83-6f85-4127-aaa3-64563aac22f8"",""deploymentInstanceId"":null}","{""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:bd377a5a8f3d250d717afe2f4791ea87f025403c4609b55ee01f5e85351e69ae"",""level"":""info""}"
docker-image://ghcr.io/railwayapp/railpack-builder:mise-2026.6.10,2026-06-17T18:07:09.156574344Z,info,"{""serviceId"":""ede4a3ba-6bc0-424f-802c-b3e2041b4048"",""deploymentId"":""34d4ca83-6f85-4127-aaa3-64563aac22f8"",""deploymentInstanceId"":null}","{""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:20d08bc8677e9d76e9e2c0bb28052528a4b06c3dac0dbf84fc0e44f27bca76d8"",""level"":""info""}"
install apt packages: libatomic1,2026-06-17T18:07:09.156574995Z,info,"{""serviceId"":""ede4a3ba-6bc0-424f-802c-b3e2041b4048"",""deploymentId"":""34d4ca83-6f85-4127-aaa3-64563aac22f8"",""deploymentInstanceId"":null}","{""source"":""buildkit"",""type"":""vertex"",""inputs"":[""sha256:2d3107d5245d1feda13718c93c09ac0b1a32193db58c9e23869ced901233d37d""],""level"":""info"",""digest"":""sha256:14cc5207c2a703d2b8a8545b07ba0cddd8fb310e4a3c86829b80eac657903d8a""}"
copy /root/.local/state/mise,2026-06-17T18:07:09.156575699Z,info,"{""serviceId"":""ede4a3ba-6bc0-424f-802c-b3e2041b4048"",""deploymentId"":""34d4ca83-6f85-4127-aaa3-64563aac22f8"",""deploymentInstanceId"":null}","{""source"":""buildkit"",""type"":""vertex"",""inputs"":[""sha256:a2c2b6e2d6a4db32d3bcc8202a31d2f25d0ac938f558b1a4902c278fe6afc476"",""sha256:5dd40153b16f59f84431b043ae4a1562e00c86aa206118adaaeb0a0dd4a77d79""],""level"":""info"",""digest"":""sha256:f3ec4ce82665fe75d964f9fe782aab5d56a108059a67ab2c1f506b98db058f72""}"
[railpack] loading secrets,2026-06-17T18:07:09.156576160Z,info,"{""serviceId"":""ede4a3ba-6bc0-424f-802c-b3e2041b4048"",""deploymentId"":""34d4ca83-6f85-4127-aaa3-64563aac22f8"",""deploymentInstanceId"":null}","{""source"":""buildkit"",""type"":""vertex"",""digest"":""sha256:a7f9733e307dd352c82d43053b783dd17bb2ec2c36214908ce393e41545c8b51"",""level"":""info""}"
